RatingID,CustomerID,RestaurantID,Score
153,125,3,1
154,126,12,5
155,15,19,5
156,30,13,4
157,19,17,5
158,52,18,2
159,44,15,4
160,35,8,5
161,133,20,4
162,47,3,5
163,145,17,5
164,59,18,4
165,68,8,4
166,4,8,3
167,35,14,4
168,66,17,5
169,95,4,4
170,47,14,4
171,24,7,1
172,74,5,2
173,49,10,1
174,39,17,4
175,56,2,4
176,34,19,3
177,124,5,2
178,133,4,4
179,96,6,3
180,59,5,4
181,74,14,5
182,44,2,5
183,10,12,2
184,4,7,5
185,86,15,2
186,2,3,4
187,13,18,5
188,95,17,4
189,3,13,4
190,145,9,5
191,26,8,4
192,74,2,5
193,85,1,4
194,150,13,5
195,83,13,5
196,41,15,2
197,32,19,5
198,27,10,5
199,5,1,5
200,74,9,5
201,72,18,5
202,29,16,2
203,57,7,2
204,120,13,5
205,118,11,5
206,49,11,4
207,38,1,2
208,73,11,4
209,79,20,4
210,24,9,3
211,136,16,4
212,109,7,4
213,128,19,5
214,80,8,3
215,49,8,4
216,118,18,3
217,26,3,5
218,4,20,5
219,14,5,5
220,44,14,5
221,125,10,3
222,44,9,5
223,47,20,4
224,61,6,3
225,41,16,3
226,106,2,5
227,5,18,3
228,48,14,3
229,55,1,3
230,143,7,5
231,46,5,4
232,126,11,4
233,3,19,5
234,55,16,4
235,70,5,4
236,80,1,5
237,32,10,4
238,104,9,4
239,110,19,4
240,39,18,5
241,130,4,5
242,135,14,1
243,56,20,5
244,131,16,2
245,85,3,4
246,80,7,4
247,133,19,5
248,115,5,5
249,49,13,3
250,133,17,2
251,83,10,4
252,19,20,5
253,23,18,4
254,129,5,4
255,110,1,4
256,44,13,3
257,116,18,2
258,51,14,3
259,39,16,4
260,137,18,5
261,121,14,4
262,41,2,4
263,8,4,5
264,107,15,5
265,74,10,5
266,109,15,5
267,10,8,5
268,136,13,2
269,19,8,4
270,49,3,5
271,8,20,5
272,46,17,5
273,120,16,4
274,127,2,4
275,26,2,4
276,46,13,3
277,47,4,3
278,150,14,4
279,12,3,4
280,20,16,4
281,125,19,5
282,146,11,5
283,121,17,3
284,147,13,5
285,105,4,4
286,108,1,5
287,12,18,5
288,119,2,2
289,33,2,5
290,140,1,3
291,12,11,3
292,52,2,5
293,45,2,4
294,52,16,5
295,35,17,3
296,41,9,4
297,40,2,5
298,136,14,2
299,150,4,4
300,81,12,3
301,81,9,4
302,51,13,3
303,29,9,5
304,72,13,4
305,36,7,4
306,26,15,3
307,106,1,4
308,143,13,3
309,36,13,4
310,110,7,5
311,138,20,5
312,150,18,3
313,92,20,5
314,37,17,4
315,111,15,2
316,106,11,5
317,118,1,4
318,21,7,4
319,129,12,4
320,20,8,3
321,135,6,5
322,136,4,4
323,53,9,5
324,75,11,5
325,54,10,5
326,36,1,5
327,49,4,1
328,93,11,4
329,13,1,5
330,128,13,4
331,98,19,4
332,126,14,3
333,134,7,4
334,52,3,5
335,77,9,3
336,33,7,3
337,95,19,4
338,45,17,5
339,50,10,5
340,41,1,4
341,135,18,5
342,84,15,4
343,99,19,4
344,47,11,3
345,19,1,4
346,111,14,4
347,128,2,4
348,11,17,4
349,86,17,5
350,58,4,5
351,49,1,4
352,24,8,5
353,139,4,3
354,93,15,5
355,24,14,3
356,125,4,5
357,58,11,5
358,110,12,5
359,133,16,5
360,4,4,5
361,116,19,5
362,23,14,5
363,35,18,5
364,129,4,4
365,53,3,4
366,125,7,5
367,75,16,5
368,115,8,5
369,27,15,1
370,99,7,4
371,58,20,5
372,47,16,5
373,5,7,4
374,18,20,5
375,100,2,5
376,27,11,5
377,16,1,5
378,114,3,4
379,91,1,5
380,44,3,5
381,121,20,5
382,55,15,4
383,90,12,4
384,108,8,5
385,59,11,3
386,16,6,5
387,63,15,4
388,81,3,4
389,34,3,5
390,118,14,5
391,58,17,4
392,54,4,4
393,138,11,4
394,54,13,5
395,131,15,4
396,72,16,4
397,32,11,5
398,131,10,4
399,147,14,4
400,36,15,5
401,110,10,3
402,110,17,2
403,125,5,5
404,19,9,2
405,51,9,5
406,47,9,5
407,50,5,3
408,145,8,4
409,125,12,4
410,137,13,5
411,133,14,5
412,48,11,5
413,112,20,5
414,116,13,4
415,86,16,5
416,103,13,4
417,3,20,3
418,109,14,4
419,25,16,4
420,135,20,5
421,65,17,4
422,80,13,4
423,82,9,4
424,131,18,3
425,99,8,4
426,47,17,4
427,95,5,5
428,4,19,5
429,50,18,5
430,52,9,4
431,59,13,4
432,39,19,4
433,94,4,5
434,121,11,4
435,144,3,5
436,35,10,5
437,67,18,4
438,58,12,5
439,98,11,4
440,86,20,5
441,130,15,4
442,126,20,3
443,45,6,3
444,76,7,4
445,32,8,2
446,32,4,4
447,125,18,5
448,90,2,4
449,149,6,4
450,112,9,4
451,99,13,5
452,87,5,5
453,129,17,5
454,116,3,5
455,45,19,5
456,150,9,5
457,32,18,4
458,122,15,5
459,95,6,5
460,99,2,4
461,147,8,5
462,3,6,5
463,49,18,5
464,82,7,4
465,140,20,5
466,33,1,3
467,106,5,3
468,140,15,5
469,127,5,5
470,93,16,5
471,45,4,4
472,7,5,2
473,100,17,4
474,109,4,5
475,56,4,2
476,109,12,5
477,107,10,3
478,105,13,3
479,136,11,4
480,122,4,5
481,19,7,5
482,86,13,4
483,60,16,5
484,74,17,5
485,113,16,5
486,99,6,5
487,55,20,5
488,84,13,3
489,17,19,4
490,117,5,4
491,89,2,4
492,19,12,4
493,67,15,4
494,5,6,5
495,122,19,5
496,14,7,4
497,93,18,4
498,109,6,5
499,44,11,4
500,146,6,4
501,7,16,4
502,116,1,4
503,135,17,5
504,40,20,4
505,14,11,4
506,5,8,4
507,2,11,3
508,28,15,3
509,150,12,4
510,47,13,5
511,49,17,5
512,26,1,5
513,16,13,2
514,17,3,5
515,63,12,4
516,95,13,2
517,137,8,4
518,140,13,1
519,129,10,4
520,141,15,4
521,120,5,4
522,106,4,2
523,68,7,2
524,120,6,1
525,136,9,3
526,122,8,4
527,79,7,3
528,1,3,5
529,115,10,1
530,59,6,5
531,52,11,3
532,19,6,3
533,23,10,4
534,89,14,4
535,90,15,5
536,13,12,5
537,21,19,5
538,90,20,4
539,126,15,4
540,82,6,5
541,18,2,3
542,8,15,5
543,115,6,3
544,89,18,2
545,28,9,4
546,65,20,4
547,99,15,4
548,47,6,4
549,102,14,5
550,53,7,5
551,105,12,4
552,81,14,5
553,44,19,5
554,147,10,5
555,26,12,5
556,9,4,4
557,96,16,4
558,83,4,5
559,126,5,4
560,6,4,4
561,34,16,3
562,47,5,1
563,83,14,4
564,104,11,5
565,26,16,4
566,119,7,2
567,64,14,3
568,36,8,4
569,118,17,3
570,30,15,4
571,11,1,4
572,8,17,3
573,18,6,4
574,23,13,3
575,142,3,3
576,138,16,4
577,136,18,2
578,56,16,4
579,64,5,4
580,107,17,4
581,147,15,4
582,124,9,4
583,111,11,5
584,53,11,5
585,35,3,5
586,5,4,5
587,110,14,4
588,32,3,3
589,106,19,5
590,111,4,4
591,37,6,5
592,119,11,3
593,99,5,5
594,48,1,5
595,89,12,5
596,40,7,3
597,9,15,5
598,110,15,4
599,34,13,4
600,75,1,4
601,10,6,5
602,31,14,5
603,87,10,1
604,17,20,3
605,29,14,1
606,144,1,4
607,52,4,5
608,59,14,4
609,119,10,3
610,32,16,3
611,5,11,5
612,67,9,5
613,28,8,5
614,110,8,2
615,1,8,4
616,55,8,1
617,100,15,2
618,117,11,4
619,117,19,5
620,128,7,1
621,102,7,5
622,31,4,4
623,137,16,5
624,131,3,5
625,118,9,5
626,7,1,5
627,81,17,4
628,66,10,5
629,62,13,5
630,150,5,3
631,5,12,5
632,54,18,4
633,16,19,5
634,40,11,5
635,145,15,2
636,133,13,5
637,101,2,4
638,31,3,2
639,95,8,5
640,19,4,4
641,147,18,5
642,128,20,5
643,88,16,5
644,42,5,2
645,140,4,2
646,74,4,5
647,95,9,4
648,83,19,5
649,123,4,5
650,133,7,1
651,146,7,4
652,94,19,4
653,141,13,3
654,102,5,5
655,90,1,5
656,11,6,4
657,77,3,5
658,133,18,3
659,106,8,5
660,20,18,2
661,61,10,4
662,95,2,4
663,80,2,4
664,55,7,5
665,52,8,3
666,105,2,5
667,93,7,4
668,123,6,4
669,88,18,3
670,91,15,4
671,49,2,5
672,86,10,4
673,146,20,5
674,5,10,2
675,44,5,4
676,6,14,4
677,147,2,4
678,67,12,4
679,37,3,1
680,57,5,4
681,4,5,5
682,25,4,5
683,34,7,4
684,44,4,5
685,24,16,2
686,19,18,4
687,69,12,3
688,83,8,4
689,126,17,3
690,109,16,5
691,125,16,4
692,16,14,4
693,81,2,3
694,24,15,3
695,90,19,4
696,82,18,5
697,77,4,5
698,41,19,5
699,59,1,5
700,114,7,5
701,134,8,4
702,126,10,3
703,115,2,4
704,31,9,5
705,22,16,4
706,49,7,5
707,150,2,3
708,16,7,5
709,57,13,5
710,66,16,4
711,75,7,5
712,68,5,4
713,140,3,4
714,57,17,4
715,148,3,5
716,139,19,4
717,62,20,2
718,52,5,4
719,89,4,5
720,147,3,4
721,10,20,5
722,145,10,5
723,125,8,4
724,129,9,5
725,125,20,3
726,94,18,4
727,81,18,3
728,120,3,4
729,106,15,3
730,126,18,4
731,51,12,3
732,150,20,5
733,129,3,4
734,42,15,5
735,83,1,4
736,99,9,3
737,4,12,1
738,110,20,5
739,8,19,5
740,52,17,5
741,41,12,4
742,143,17,5
743,16,16,4
744,77,11,4
745,23,2,4
746,140,2,4
747,60,19,5
748,61,18,5
749,89,7,4
750,20,2,4
751,119,5,5
752,128,5,4
753,124,16,5
754,90,17,2
755,101,11,5
756,61,17,5
757,9,8,4
758,131,6,5
759,57,10,4
760,139,10,4
761,102,1,5
762,45,5,5
763,32,12,4
764,82,17,5
765,51,6,5
766,15,3,5
767,130,9,3
768,121,1,5
769,30,14,4
770,76,10,5
771,3,18,2
772,102,15,5
773,75,17,5
774,16,3,4
775,4,9,4
776,44,16,4
777,42,16,5
778,45,7,5
779,31,7,4
780,121,18,3
781,135,13,5
782,31,13,4
783,137,15,4
784,16,5,4
785,143,14,4
786,2,6,5
787,111,2,5
788,17,9,2
789,125,2,2
790,150,10,5
791,76,4,4
792,121,2,3
793,123,9,4
794,122,12,4
795,118,4,3
796,131,13,4
797,115,18,4
798,140,19,5
799,34,11,5
800,46,11,5
801,68,18,4
802,62,8,5
803,148,10,5
804,105,5,1
805,140,6,4
806,133,12,4
807,100,5,4
808,113,4,5
809,111,9,5
810,51,18,4
811,115,19,5
812,137,20,1
813,62,19,5
814,140,9,5
815,94,10,3
816,126,9,2
817,47,12,4
818,1,14,5
819,115,1,5
820,42,2,5
821,110,11,3
822,20,4,5
823,32,15,5
824,90,8,3
825,26,4,3
826,126,19,4
827,18,7,5
828,117,4,4
829,78,4,4
830,115,15,5
831,58,14,4
832,97,2,4
833,31,18,5
834,9,11,2
835,92,17,2
836,74,15,4
837,61,15,4
838,150,17,4
839,6,8,4
840,23,19,5
841,45,18,4
842,24,17,5
843,30,12,5
844,98,8,5
845,41,5,4
846,24,10,5
847,93,12,4
848,77,13,4
849,99,20,5
850,135,12,4
851,38,20,5
852,51,4,2
853,147,1,3
854,140,5,4
855,140,14,5
856,22,14,5
857,118,10,2
858,3,8,5
859,114,10,2
860,62,2,5
861,98,9,5
862,62,15,4
863,98,6,4
864,107,2,5
865,14,15,5
866,123,5,4
867,16,4,3
868,66,4,1
869,45,16,3
870,68,14,4
871,31,17,1
872,13,13,1
873,21,4,5
874,56,18,4
875,49,19,5
876,12,14,4
877,128,12,5
878,61,3,5
879,108,3,4
880,54,14,3
881,30,20,4
882,37,14,5
883,92,12,4
884,146,14,2
885,49,5,3
886,62,7,4
887,122,10,5
888,142,4,4
889,82,13,4
890,72,15,5
891,38,13,3
892,131,9,4
893,144,6,3
894,93,17,3
895,61,12,4
896,1,20,2
897,133,11,4
898,124,4,5
899,57,3,5
900,41,3,2
901,38,5,4
902,74,18,5
903,89,16,5
904,106,3,2
905,107,9,4
906,112,7,5
907,31,1,5
908,17,6,5
909,2,7,4
910,40,17,3
911,131,7,4
912,115,16,4
913,128,1,1
914,80,12,5
915,146,3,3
916,51,3,4
917,50,16,4
918,66,20,3
919,82,15,4
920,145,16,2
921,126,8,2
922,98,5,5
923,1,18,5
924,64,16,5
925,50,8,3
926,31,16,4
927,105,1,5
928,67,2,4
929,140,11,4
930,28,10,5
931,36,5,5
932,74,13,5
933,92,2,4
934,73,7,5
935,9,14,3
936,126,3,5
937,149,13,4
938,81,5,5
939,72,12,4
940,128,17,1
941,131,20,5
942,119,1,4
943,55,18,5
944,44,1,4
945,1,12,4
946,140,7,5
947,123,1,5
948,90,3,4
949,88,12,4
950,63,7,5
951,88,8,4
952,50,7,4
953,36,4,3
954,34,6,5
955,23,6,4
956,74,1,3
957,10,2,3
958,77,2,5
959,111,13,5
960,143,3,5
961,126,6,5
962,143,2,3
963,71,1,4
964,145,2,3
965,145,12,5
966,47,15,4
967,106,18,4
968,116,12,3
969,90,14,5
970,112,6,3
971,26,11,1
972,118,19,5
973,78,12,2
974,8,2,2
975,74,12,4
976,71,16,3
977,17,8,4
978,92,1,2
979,56,6,4
980,108,4,5
981,25,11,5
982,10,4,5
983,36,9,4
984,6,3,4
985,106,9,5
986,22,17,4
987,38,4,4
988,13,19,3
989,59,19,1
990,87,4,4
991,37,5,4
992,4,18,4
993,127,15,4
994,65,19,2
995,19,13,3
996,105,17,5
997,83,11,3
998,86,18,4
999,8,9,5
1000,59,9,5
1001,120,1,4
1002,103,20,5
1003,41,10,4
1004,4,11,5
1005,61,2,4
1006,98,15,3
1007,36,17,3
1008,1,11,4
1009,127,8,4
1010,8,10,5
1011,45,3,4
1012,49,16,5
1013,63,11,4
1014,124,8,5
1015,85,9,5
1016,85,14,3
1017,123,7,4
1018,122,13,5
1019,77,8,5
1020,33,20,4
1021,21,18,2
1022,20,14,3
1023,51,10,4
1024,144,13,4
1025,118,20,5
1026,89,11,4
1027,107,13,5
1028,77,6,4
1029,76,9,4
1030,46,6,5
1031,33,12,3
1032,22,12,4
1033,22,7,5
1034,127,9,4
1035,8,6,4
1036,19,11,5
1037,110,16,2
1038,136,2,1
1039,55,2,4
1040,41,11,5
1041,32,9,5
1042,130,5,5
1043,109,3,5
1044,98,12,2
1045,13,16,5
1046,128,8,5
1047,65,5,5
1048,52,13,4
1049,34,18,3
1050,32,5,5
1051,5,15,5
1052,109,5,4
1053,13,6,4
1054,74,8,3
1055,113,19,5
1056,86,7,4
1057,87,14,5
1058,136,6,4
1059,89,6,5
1060,79,10,4
1061,29,13,5
1062,117,1,4
1063,76,2,5
1064,25,8,4
1065,86,9,5
1066,91,13,4
1067,140,8,4
1068,84,18,3
1069,9,17,5
1070,23,17,5
1071,89,1,4
1072,8,14,5
1073,146,16,4
1074,79,9,3
1075,83,9,3
1076,88,15,4
1077,136,17,4
1078,64,11,4
1079,43,9,5
1080,123,11,4
1081,57,9,5
1082,140,16,4
1083,13,5,5
1084,34,20,5
1085,3,16,3
1086,41,18,2
1087,116,15,5
1088,67,8,5
1089,111,5,4
1090,2,13,2
1091,59,15,5
1092,108,6,3
1093,45,20,3
1094,110,5,5
1095,46,1,4
1096,74,3,4
1097,37,11,5
1098,105,16,5
1099,15,6,5
1100,81,16,5
1101,62,16,4
1102,87,8,5
1103,71,9,4
1104,9,5,5
1105,47,7,3
1106,13,15,2
1107,138,3,3
1108,2,1,5
1109,149,8,4
1110,100,12,3
1111,86,3,3
1112,144,11,1
1113,81,19,5
1114,49,9,5
1115,44,10,4
1116,119,18,5
1117,138,6,4
1118,26,5,5
1119,23,12,4
1120,10,9,4
1121,125,13,4
1122,118,16,5
1123,7,11,5
1124,105,11,2
1125,115,9,3
1126,29,12,4
1127,113,5,5
1128,86,4,4
1129,103,14,2
1130,142,19,4
1131,68,12,4
1132,50,15,4
1133,49,6,4
1134,8,7,4
1135,75,3,5
1136,1,16,2
1137,33,16,4
1138,54,20,4
1139,32,20,5
1140,112,16,4
1141,70,4,2
1142,147,7,3
1143,50,20,4
1144,22,19,4
1145,51,5,5
1146,16,10,4
1147,51,1,4
1148,23,3,3
1149,149,2,5
1150,10,15,4
1151,133,15,5
1152,4,1,4
1153,28,6,4
1154,31,10,4
1155,15,15,3
1156,4,6,3
1157,145,6,4
1158,78,6,5
1159,106,13,4
1160,40,5,3
1161,52,6,3
1162,22,2,3
1163,61,9,4
1164,98,20,1
1165,88,13,4
1166,38,2,5
1167,17,12,4
1168,48,10,3
1169,73,5,4
1170,44,17,4
1171,143,15,5
1172,114,8,5
1173,145,20,1
1174,150,16,4
1175,138,7,5
1176,72,8,4
1177,128,6,4
1178,115,20,4
1179,15,5,4
1180,127,3,4
1181,74,16,5
1182,63,1,4
1183,120,7,4
1184,108,19,4
1185,126,1,5
1186,3,17,5
1187,97,12,2
1188,129,18,4
1189,88,20,2
1190,67,11,3
1191,134,4,3
1192,63,14,4
1193,106,16,5
1194,56,3,5
1195,122,7,5
1196,18,14,5
1197,105,20,4
1198,95,12,5
1199,60,3,4
1200,131,14,5
1201,79,11,5
1202,105,15,4
1203,116,9,3
1204,78,8,5
1205,44,12,5
1206,50,6,5
1207,131,11,3
1208,107,7,4
1209,15,18,3
1210,43,11,5
1211,12,7,4
1212,127,6,4
1213,21,13,4
1214,46,8,3
1215,119,20,5
1216,42,13,4
1217,112,1,5
1218,104,14,5
1219,33,4,4
1220,145,11,4
1221,115,17,4
1222,135,1,4
1223,21,12,4
1224,54,19,4
1225,111,20,4
1226,106,14,3
1227,80,10,4
1228,141,1,4
1229,126,7,4
1230,103,15,2
1231,41,6,4
1232,110,9,5
1233,78,7,5
1234,123,8,2
1235,85,10,4
1236,48,20,3
1237,31,19,4
1238,26,17,4
